datetime,id,mmsi,NavigationalStatus,SpeedOverGround_SOG,CourseOverGround_COG,Heading,VesselType,width,length,draught,Rotation,Speed,Rudder,WindDirection,WindSpeed_Knots,Class,Vessel_SK,Time_SK,Route_SK,Weather_SK,Position_SK,Sensor_SK,Navigation_SK,FuelConsumption_Liters,ShipSpeed_Knots,EngineTemperature_C,TravelDistance_Miles,Latitude,Longitude,WaveHeight_Meters,AirTemperature_C,DeparturePort,ArrivalPort,RouteName,VesselName,IMONumber,Flag,YearBuilt,GrossTonnage,Deadweight,SensorType,Status,LastCalibrationDate
2024-01-03 15:53:00,3833,440889000,Under way using engine,11.5,167.0,164.0,Cargo,32.0,225.0,7.2,-541.66,18.58,4.33,52.41,34.21,1,3834,1499,8,7,29,3,14,72.93,18.58,89.65,19.91,-7.187736,103.273444,0.6,25.38,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3834,IMO9825054,Singapore,2003,3244,18541,Engine Sensor,Maintenance Required,2023-05-09
2024-01-03 15:54:00,3834,305775000,Under way using engine,11.7,346.6,346.0,Cargo,16.0,130.0,5.7,-690.89,9.3,4.68,70.0,17.16,1,3835,1572,7,7,58,39,15,497.98,9.3,85.12,13.45,5.07731,125.367498,1.55,30.34,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3835,IMO9654055,Marshall Islands,2006,22308,38312,Engine Sensor,Maintenance Required,2023-03-26
2024-01-03 15:55:00,3835,212503000,Under way using engine,9.4,301.4,306.0,Cargo,13.0,88.0,5.3,575.4,14.82,-33.87,295.81,37.05,1,3836,1137,9,6,91,8,9,242.53,14.82,89.48,30.6,0.349163,119.0548,2.71,32.58,Surabaya,Makassar,Surabaya to Makassar,Ship_3836,IMO9886734,Indonesia,2001,12824,30584,Anemometer,Inactive,2023-06-16
2024-01-03 15:56:00,3836,275334000,Under way using engine,6.9,188.3,183.0,Cargo,10.0,65.0,2.2,64.72,33.64,-36.49,120.27,-18.64,1,3837,1049,7,7,95,15,16,347.98,33.64,85.45,64.16,1.685429,113.561002,0.26,27.58,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3837,IMO9786787,Indonesia,2022,9943,20339,Anemometer,Inactive,2024-01-26
2024-01-03 15:57:00,3837,538090070,Under way using engine,18.0,30.7,33.0,Cargo,28.0,193.0,7.4,-411.93,-8.29,13.47,270.3,9.11,1,3838,1770,1,7,43,27,16,155.39,8.29,87.26,17.42,-5.999994,112.887429,4.32,22.02,Port Klang,Belawan,Port Klang to Belawan,Ship_3838,IMO9177767,Panama,1991,15329,27699,AIS,Inactive,2022-11-04
2024-01-03 15:58:00,3838,212503000,Under way using engine,9.4,300.8,306.0,Cargo,13.0,88.0,5.3,-366.18,44.23,13.73,234.88,-8.74,1,3839,1972,7,2,10,49,5,470.18,44.23,109.55,101.01,4.715907,99.906124,2.63,30.42,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3839,IMO9833521,Singapore,2022,9229,16557,Anemometer,Inactive,2022-07-11
2024-01-03 15:59:00,3839,538005726,Under way using engine,10.8,162.5,160.0,Cargo,32.0,190.0,13.0,-577.43,18.01,23.97,-72.52,15.3,1,3840,1618,1,2,31,36,3,173.38,18.01,85.0,41.82,-7.661359,112.074688,1.24,32.73,Port Klang,Belawan,Port Klang to Belawan,Ship_3840,IMO9695157,Panama,2005,17132,34305,Anemometer,Maintenance Required,2024-01-09
2024-01-03 16:00:00,3840,538006798,Under way using engine,12.6,160.2,155.0,Cargo,32.0,198.0,12.1,-527.28,26.16,-6.28,224.47,40.04,1,3841,1624,7,7,74,16,13,167.1,26.16,110.73,61.32,-2.856756,139.156413,0.79,28.23,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3841,IMO9392088,Panama,2013,27526,41643,Fuel Meter,Maintenance Required,2023-04-17
2024-01-03 16:01:00,3841,311000478,Under way using engine,18.3,30.2,31.0,Tanker,46.0,295.0,10.0,494.8,20.45,-18.74,-11.17,37.23,1,3842,1861,8,7,88,26,8,191.57,20.45,98.4,60.92,-1.844738,105.59775,0.64,24.34,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3842,IMO9702556,Singapore,2000,7771,19925,AIS,Maintenance Required,2023-07-20
2024-01-03 16:02:00,3842,210051000,Under way using engine,12.7,138.8,137.0,Tanker,24.0,120.0,5.6,317.61,20.92,-22.11,84.13,20.09,1,3843,1253,9,7,97,45,17,258.12,20.92,109.02,29.11,-8.685865,119.563387,2.14,33.22,Surabaya,Makassar,Surabaya to Makassar,Ship_3843,IMO9574845,Marshall Islands,2020,43328,46616,AIS,Inactive,2022-10-07
2024-01-03 16:03:00,3843,248617000,Under way using engine,,,33.0,Cargo,29.0,190.0,8.7,-611.36,14.95,19.15,-36.17,-3.23,1,3844,1629,3,5,14,44,5,58.34,14.95,115.94,9.13,-6.180058,109.143443,3.33,23.21,Surabaya,Belawan,Surabaya to Belawan,Ship_3844,IMO9153461,Marshall Islands,1992,2040,15449,Gyroscope,Active,2023-02-14
2024-01-03 16:04:00,3844,636015562,Under way using engine,12.3,211.3,210.0,Tanker,46.0,250.0,13.6,500.48,6.14,-3.0,277.7,36.38,1,3845,1709,4,1,99,4,6,319.03,6.14,76.92,8.43,-9.79157,119.857501,3.49,30.88,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3845,IMO9560151,Indonesia,2013,29988,40136,Engine Sensor,Inactive,2022-09-07
2024-01-03 16:05:00,3845,230985000,Under way using engine,17.3,109.6,110.0,Cargo,22.0,141.0,7.2,-436.11,-8.51,-22.08,35.75,-9.33,1,3846,1848,4,2,34,12,2,64.25,8.51,87.19,23.65,-3.960708,140.225985,0.74,22.57,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3846,IMO9600631,Singapore,2005,24950,28041,Engine Sensor,Maintenance Required,2022-03-04
2024-01-03 16:06:00,3846,231613000,Under way using engine,10.2,343.2,338.0,Cargo,12.0,73.0,2.8,-421.63,45.46,21.64,-63.75,-20.53,1,3847,1876,9,9,17,17,14,292.64,45.46,72.78,32.21,4.17419,129.454366,1.19,29.71,Surabaya,Makassar,Surabaya to Makassar,Ship_3847,IMO9082029,Panama,2007,1253,18214,GPS,Active,2023-01-21
2024-01-03 16:07:00,3847,211315100,Under way using engine,17.8,158.0,156.0,Cargo,22.0,155.0,8.0,437.33,-6.84,-7.21,61.43,21.27,1,3848,1562,7,8,21,41,4,256.05,6.84,90.35,14.48,-3.841565,133.470291,1.58,29.16,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3848,IMO9003283,Singapore,2013,32152,46179,GPS,Maintenance Required,2023-03-26
2024-01-03 16:08:00,3848,305730000,Under way using engine,10.3,338.9,338.0,Cargo,16.0,128.0,7.0,-533.67,8.84,-12.36,100.14,14.71,1,3849,1756,3,8,96,44,3,159.15,8.84,81.87,13.77,-2.248292,128.164952,1.56,29.03,Surabaya,Belawan,Surabaya to Belawan,Ship_3849,IMO9131332,Indonesia,2012,8850,13532,Gyroscope,Active,2023-02-14
2024-01-03 16:09:00,3849,636015562,Under way using engine,12.3,211.2,210.0,Tanker,46.0,250.0,13.6,-341.09,0.19,-11.08,264.2,5.6,1,3850,1914,5,1,67,26,9,198.4,0.19,98.58,0.53,-4.587506,108.755433,1.07,31.95,Port Klang,Belawan,Port Klang to Belawan,Ship_3850,IMO9110125,Indonesia,2019,27682,37538,AIS,Maintenance Required,2023-07-20
2024-01-03 16:10:00,3850,305730000,Under way using engine,10.3,339.1,338.0,Cargo,16.0,128.0,7.0,518.71,39.55,-4.02,25.02,-0.61,1,3851,1425,7,6,58,31,18,367.55,39.55,109.17,111.59,4.717777,118.893867,3.33,23.66,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3851,IMO9053428,Liberia,2020,35805,39019,AIS,Maintenance Required,2022-12-13
2024-01-03 16:11:00,3851,244674000,Under way using engine,9.7,131.8,129.0,Cargo,15.0,126.0,7.1,83.97,42.43,-13.0,-67.68,6.59,1,3852,1546,8,9,79,15,12,54.32,42.43,94.32,104.51,-2.249332,113.45578,0.94,30.78,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3852,IMO9996468,Singapore,1995,36162,48752,Anemometer,Inactive,2024-01-26
2024-01-03 16:12:00,3852,219076000,Under way using engine,14.1,147.3,147.0,Tanker,22.0,141.0,8.7,13.66,38.76,-35.31,328.62,13.67,1,3853,1301,1,8,8,34,9,192.49,38.76,86.68,28.93,5.29905,121.711248,3.79,23.36,Port Klang,Belawan,Port Klang to Belawan,Ship_3853,IMO9921185,Liberia,1994,24147,43802,Anemometer,Maintenance Required,2023-12-05
2024-01-03 16:13:00,3853,255805987,Under way using engine,13.0,141.8,141.0,Cargo,32.0,220.0,8.3,-279.81,-12.35,4.29,34.91,21.58,1,3854,1921,2,3,96,29,18,356.13,12.35,77.63,6.94,-8.132459,110.257853,1.63,30.78,Surabaya,Belawan,Surabaya to Belawan,Ship_3854,IMO9793898,Liberia,2005,33794,40286,Gyroscope,Active,2022-08-15
2024-01-03 16:14:00,3854,538005855,Under way using engine,13.3,339.2,340.0,Cargo,30.0,180.0,10.2,560.85,16.27,-38.81,-122.5,32.58,1,3855,1580,7,4,38,9,13,118.52,16.27,71.34,13.69,0.90999,121.525763,4.05,30.03,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3855,IMO9140192,Marshall Islands,2022,38552,53674,AIS,Active,2023-11-16
2024-01-03 16:15:00,3855,311000478,Under way using engine,18.3,30.1,30.0,Tanker,46.0,295.0,10.0,207.85,35.28,0.18,329.19,20.71,1,3856,1348,2,3,26,14,14,302.17,35.28,103.89,46.02,5.310771,109.572254,4.2,32.28,Surabaya,Belawan,Surabaya to Belawan,Ship_3856,IMO9523418,Liberia,2015,28653,34583,Fuel Meter,Active,2023-03-27
2024-01-03 16:16:00,3856,257975000,Under way using engine,9.2,63.9,66.0,Cargo,12.0,80.0,4.2,-148.45,-9.66,19.87,123.92,35.33,1,3857,1831,7,6,64,36,10,126.02,9.66,71.53,10.66,-2.190578,140.579527,2.86,23.56,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3857,IMO9260652,Indonesia,2005,27166,30896,Anemometer,Maintenance Required,2024-01-09
2024-01-03 16:17:00,3857,255768000,Under way using engine,13.6,351.1,352.0,Cargo,14.0,114.0,4.4,575.81,35.68,-23.2,80.22,-15.61,1,3858,1932,9,9,30,4,3,119.64,35.68,116.04,50.82,-9.656636,140.266163,3.42,24.55,Surabaya,Makassar,Surabaya to Makassar,Ship_3858,IMO9586855,Liberia,2017,34460,38301,Engine Sensor,Inactive,2022-09-07
2024-01-03 16:18:00,3858,226099000,Under way using engine,12.6,339.3,340.0,Tanker,27.0,184.0,11.1,-721.31,25.07,-16.95,99.0,41.47,1,3859,1979,2,8,9,38,7,397.53,25.07,99.71,21.5,-7.844075,131.035178,1.62,31.53,Surabaya,Belawan,Surabaya to Belawan,Ship_3859,IMO9291355,Marshall Islands,1992,44731,50355,Gyroscope,Inactive,2023-07-18
2024-01-03 16:19:00,3859,352986176,Under way using engine,13.0,167.0,165.0,Cargo,23.0,181.0,6.4,242.43,35.33,-40.7,226.22,45.24,1,3860,1048,7,4,32,37,18,169.94,35.33,87.66,84.13,-8.737015,139.968912,2.71,27.0,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3860,IMO9503001,Marshall Islands,2021,11282,15105,Fuel Meter,Active,2022-06-27
2024-01-03 16:20:00,3860,440889000,Under way using engine,11.8,167.0,163.0,Cargo,32.0,225.0,7.2,-635.47,-8.9,23.18,212.06,17.08,1,3861,1916,4,2,11,24,16,219.1,8.9,72.1,23.26,-8.260234,113.251847,0.66,27.29,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3861,IMO9862445,Indonesia,1995,11180,23744,AIS,Inactive,2022-08-25
2024-01-03 16:21:00,3861,477150600,Under way using engine,12.1,134.0,137.0,Tanker,44.0,250.0,8.0,540.27,33.91,13.79,-92.18,-13.08,1,3862,1073,2,8,86,17,17,378.51,33.91,90.67,58.32,4.347741,133.037941,1.38,25.9,Surabaya,Belawan,Surabaya to Belawan,Ship_3862,IMO9381172,Marshall Islands,1992,32990,40972,GPS,Active,2023-01-21
2024-01-03 16:22:00,3862,244807000,Under way using engine,9.0,318.0,317.0,Cargo,12.0,90.0,4.7,558.57,-9.94,11.92,348.05,21.88,1,3863,1703,7,8,34,13,6,130.78,9.94,113.36,28.74,-8.872986,138.745953,1.29,33.2,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3863,IMO9950662,Singapore,2016,3378,12178,Fuel Meter,Active,2022-08-22
2024-01-03 16:23:00,3863,538090070,Under way using engine,17.9,32.0,34.0,Cargo,28.0,193.0,7.4,584.19,-15.06,-18.2,-64.69,13.61,1,3864,1260,5,6,18,20,12,289.28,15.06,118.49,12.06,-0.424083,122.905416,0.82,25.6,Port Klang,Belawan,Port Klang to Belawan,Ship_3864,IMO9591132,Indonesia,1991,21945,34460,Gyroscope,Maintenance Required,2022-03-29
2024-01-03 16:24:00,3864,244201000,Under way using engine,14.5,167.3,163.0,Cargo,23.0,151.0,6.6,-488.34,-10.21,-13.24,1.65,-11.66,1,3865,1355,1,8,19,17,19,463.02,10.21,74.25,7.81,-2.606025,110.603961,3.22,26.92,Port Klang,Belawan,Port Klang to Belawan,Ship_3865,IMO9938528,Panama,2006,2005,12726,GPS,Active,2023-01-21
2024-01-03 16:25:00,3865,636015894,Under way using engine,10.4,133.9,134.0,Cargo,27.0,175.0,5.8,-467.22,7.75,13.56,-7.43,-12.01,1,3866,1581,5,9,54,27,3,299.22,7.75,108.86,7.76,4.3567,129.84762,0.68,22.0,Port Klang,Belawan,Port Klang to Belawan,Ship_3866,IMO9020597,Liberia,2003,12606,15933,AIS,Inactive,2022-11-04
2024-01-03 16:26:00,3866,265547230,Under way using engine,12.0,177.0,177.0,Passenger,8.0,34.0,3.0,-676.39,10.07,-4.25,318.26,-2.11,1,3867,1601,3,1,82,33,3,71.98,10.07,82.92,29.75,-7.45945,95.021441,2.05,31.71,Surabaya,Belawan,Surabaya to Belawan,Ship_3867,IMO9667377,Panama,2014,42604,57048,AIS,Active,2022-10-29
2024-01-03 16:27:00,3867,209336000,Under way using engine,8.5,335.1,331.0,Cargo,11.0,88.0,4.7,-13.12,2.73,-20.27,-171.37,42.22,1,3868,1259,7,9,37,21,18,315.36,2.73,88.97,4.21,1.509717,108.569655,1.51,24.24,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3868,IMO9286302,Panama,1991,12151,16455,Gyroscope,Active,2022-06-24
2024-01-03 16:28:00,3868,319129600,Under way using engine,12.5,158.9,156.0,Tanker,42.0,244.0,7.3,-590.33,7.05,-26.68,-8.93,11.33,1,3869,1637,6,2,82,17,11,90.57,7.05,97.38,19.81,-6.91843,129.203144,2.32,26.14,Port Klang,Makassar,Port Klang to Makassar,Ship_3869,IMO9025802,Liberia,2019,8783,13705,GPS,Active,2023-01-21
2024-01-03 16:29:00,3869,636015894,Under way using engine,10.4,133.7,134.0,Cargo,27.0,175.0,5.8,-147.07,-3.99,-7.92,291.31,33.98,1,3870,1742,8,1,12,22,6,176.96,3.99,119.74,4.01,0.121078,133.658581,2.27,24.24,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3870,IMO9435350,Indonesia,2002,18534,21279,Fuel Meter,Inactive,2022-10-10
2024-01-03 16:30:00,3870,244813000,Under way using engine,13.5,316.0,315.0,Tanker,18.0,117.0,7.5,-663.63,-15.54,2.69,-134.3,-19.8,1,3871,1294,5,8,4,25,19,432.35,15.54,80.44,40.64,4.541087,106.868489,1.73,24.71,Port Klang,Belawan,Port Klang to Belawan,Ship_3871,IMO9938229,Indonesia,1992,23901,40415,GPS,Active,2022-08-14
2024-01-03 16:31:00,3871,314460000,Under way using engine,11.0,162.5,163.0,Cargo,19.0,115.0,9.0,178.39,-16.97,-30.24,-35.58,-11.19,1,3872,1930,2,8,43,3,5,54.98,16.97,76.52,21.64,-7.594875,114.080268,2.07,22.33,Surabaya,Belawan,Surabaya to Belawan,Ship_3872,IMO9535805,Indonesia,2018,46575,59682,Engine Sensor,Maintenance Required,2023-05-09
2024-01-03 16:32:00,3872,219017105,Unknown value,8.3,5.3,3.0,Tug,5.0,15.0,1.6,-613.86,1.64,18.55,-115.38,17.68,1,3873,1640,9,4,27,27,13,84.66,1.64,99.75,3.83,-8.979629,99.342651,1.47,23.38,Surabaya,Makassar,Surabaya to Makassar,Ship_3873,IMO9432823,Indonesia,2014,19546,37286,AIS,Inactive,2022-11-04
2024-01-03 16:33:00,3873,246456000,Under way using engine,8.8,31.7,32.0,Cargo,24.0,168.0,10.1,-524.9,7.26,-12.31,76.36,-16.68,1,3874,1791,8,8,51,27,5,213.51,7.26,112.65,21.32,-1.083529,125.197929,1.2,22.04,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3874,IMO9958127,Indonesia,2014,23853,36692,AIS,Inactive,2022-11-04
2024-01-03 16:34:00,3874,538005726,Under way using engine,10.7,162.4,159.0,Cargo,32.0,190.0,13.0,554.33,2.86,-12.19,105.35,11.95,1,3875,1312,6,7,5,46,3,499.73,2.86,102.41,8.1,4.71976,118.817137,1.45,24.52,Port Klang,Makassar,Port Klang to Makassar,Ship_3875,IMO9189132,Panama,1998,23005,42261,GPS,Inactive,2022-03-29
2024-01-03 16:35:00,3875,211315100,Under way using engine,17.9,162.0,159.0,Cargo,22.0,155.0,8.0,-622.2,0.78,-14.39,155.5,-20.14,1,3876,1611,7,2,6,12,19,181.34,0.78,87.38,2.01,-5.423445,112.030377,2.02,24.68,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3876,IMO9908203,Indonesia,1993,5576,25229,Engine Sensor,Maintenance Required,2022-03-04
2024-01-03 16:36:00,3876,477150600,Under way using engine,11.9,136.4,140.0,Tanker,44.0,250.0,8.0,351.34,7.58,-8.38,319.36,19.85,1,3877,1837,9,5,77,15,17,120.77,7.58,118.85,4.74,0.276216,122.448582,1.73,27.82,Surabaya,Makassar,Surabaya to Makassar,Ship_3877,IMO9525809,Liberia,1999,23524,26602,Anemometer,Inactive,2024-01-26
2024-01-03 16:37:00,3877,269144000,Under way using engine,13.8,31.3,35.0,Cargo,30.0,180.0,9.5,483.73,43.36,-20.53,167.79,-9.01,1,3878,1808,7,4,87,38,3,297.24,43.36,119.75,87.56,3.913168,125.606482,3.94,29.16,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3878,IMO9098864,Marshall Islands,2013,44717,48443,Gyroscope,Inactive,2023-07-18
2024-01-03 16:38:00,3878,219011922,Under way using engine,9.5,158.5,158.0,Tanker,13.0,83.0,5.5,-220.62,5.95,12.47,83.32,-5.61,1,3879,1181,3,3,56,20,15,283.66,5.95,108.53,15.4,-2.632792,118.499144,4.02,26.97,Surabaya,Belawan,Surabaya to Belawan,Ship_3879,IMO9115443,Liberia,1992,32278,37347,Gyroscope,Maintenance Required,2022-03-29
2024-01-03 16:39:00,3879,250000963,Under way using engine,9.8,180.0,178.0,Cargo,14.0,90.0,3.9,221.92,7.94,-40.46,348.82,6.2,1,3880,1685,6,1,89,22,17,252.33,7.94,110.12,11.9,-0.344534,127.388075,2.13,28.19,Port Klang,Makassar,Port Klang to Makassar,Ship_3880,IMO9907623,Panama,2002,13140,24539,Fuel Meter,Inactive,2022-10-10
2024-01-03 16:40:00,3880,246430000,Under way using engine,9.5,7.7,9.0,Cargo,22.0,174.0,8.8,375.44,14.16,-42.31,-61.79,-16.09,1,3881,1827,7,5,68,2,13,475.99,14.16,108.04,32.96,-3.002817,100.762711,2.34,25.66,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3881,IMO9811051,Indonesia,1999,47563,56790,Anemometer,Active,2023-07-06
2024-01-03 16:41:00,3881,259933000,Under way using engine,12.2,161.0,161.0,Cargo,32.0,190.0,7.2,463.28,17.99,-41.22,336.65,19.87,1,3882,1363,2,8,96,4,14,176.07,17.99,82.88,15.21,-0.34205,124.927439,4.37,32.63,Surabaya,Belawan,Surabaya to Belawan,Ship_3882,IMO9021949,Marshall Islands,2000,2872,20289,Engine Sensor,Inactive,2022-09-07
2024-01-03 16:42:00,3882,319129600,Under way using engine,12.5,158.6,156.0,Tanker,42.0,244.0,7.3,444.25,43.97,13.08,-36.33,-16.75,1,3883,1187,3,9,44,45,16,182.0,43.97,77.51,41.42,-9.414652,104.478583,1.05,27.26,Surabaya,Belawan,Surabaya to Belawan,Ship_3883,IMO9121294,Liberia,2009,6158,23000,AIS,Inactive,2022-10-07
2024-01-03 16:43:00,3883,269144000,Under way using engine,14.0,29.5,33.0,Cargo,30.0,180.0,9.5,-247.48,8.84,15.19,112.96,43.55,1,3884,1568,4,7,15,13,11,113.12,8.84,97.72,18.65,-2.211905,124.686944,1.5,32.93,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3884,IMO9064485,Marshall Islands,2013,13125,22130,Fuel Meter,Active,2022-08-22
2024-01-03 16:44:00,3884,230985000,Under way using engine,17.2,89.0,89.0,Cargo,22.0,141.0,7.2,463.26,45.14,19.94,-28.24,-1.95,1,3885,1542,6,1,90,32,17,363.78,45.14,117.71,71.9,4.736241,100.727648,1.75,31.58,Port Klang,Makassar,Port Klang to Makassar,Ship_3885,IMO9253022,Liberia,2019,40616,58656,GPS,Maintenance Required,2022-07-08
2024-01-03 16:45:00,3885,244201000,Under way using engine,14.8,164.5,163.0,Cargo,23.0,151.0,6.6,288.69,22.8,11.32,-13.65,12.19,1,3886,1595,1,1,42,22,5,194.62,22.8,113.91,23.84,-2.812936,136.091309,1.3,28.68,Port Klang,Belawan,Port Klang to Belawan,Ship_3886,IMO9726101,Panama,2002,19442,26369,Fuel Meter,Inactive,2022-10-10
2024-01-03 16:46:00,3886,210803000,Under way using engine,9.2,173.2,171.0,Cargo,14.0,90.0,6.4,524.93,28.92,8.46,127.01,35.32,1,3887,1663,9,1,11,25,15,411.23,28.92,75.34,34.91,3.272052,128.243686,2.97,24.7,Surabaya,Makassar,Surabaya to Makassar,Ship_3887,IMO9197973,Marshall Islands,2010,47039,48735,GPS,Active,2022-08-14
2024-01-03 16:47:00,3887,259416000,Under way using engine,7.6,154.0,154.0,Cargo,11.0,66.0,5.1,-493.76,19.19,-2.3,342.15,18.67,1,3888,1984,5,2,73,27,18,487.29,19.19,72.85,39.29,-1.597678,125.404568,2.95,23.6,Port Klang,Belawan,Port Klang to Belawan,Ship_3888,IMO9553334,Panama,2006,39222,40910,AIS,Inactive,2022-11-04
2024-01-03 16:48:00,3888,257182000,Under way using engine,19.4,336.7,336.0,Passenger,36.0,224.0,6.9,-40.24,19.99,-26.41,0.3,-16.67,1,3889,1547,7,1,11,17,16,69.66,19.99,113.69,46.25,1.914825,119.702044,3.02,32.32,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3889,IMO9870173,Marshall Islands,2020,26217,33700,GPS,Active,2023-01-21
2024-01-03 16:49:00,3889,257182000,Under way using engine,19.4,336.8,336.0,Passenger,36.0,224.0,6.9,487.9,9.82,18.91,-114.76,16.93,1,3890,1724,9,4,66,6,14,496.9,9.82,100.65,10.01,1.857517,108.673794,1.55,28.5,Surabaya,Makassar,Surabaya to Makassar,Ship_3890,IMO9712069,Indonesia,1993,44282,52882,Fuel Meter,Active,2023-02-07
2024-01-03 16:50:00,3890,245097000,Under way using engine,17.4,156.1,155.0,Cargo,26.0,205.0,7.0,203.26,22.76,-31.06,-173.17,1.41,1,3891,1925,9,9,27,43,14,164.35,22.76,85.22,65.73,2.206432,138.206898,2.57,23.19,Surabaya,Makassar,Surabaya to Makassar,Ship_3891,IMO9395929,Liberia,2020,23102,26388,GPS,Inactive,2023-01-17
2024-01-03 16:51:00,3891,255805987,Under way using engine,13.2,140.4,141.0,Cargo,32.0,220.0,8.3,217.07,31.43,-18.74,197.63,1.45,1,3892,1407,1,4,58,16,13,239.05,31.43,98.09,16.36,-0.171823,105.689883,4.09,30.03,Port Klang,Belawan,Port Klang to Belawan,Ship_3892,IMO9834898,Singapore,2012,9118,15368,Fuel Meter,Maintenance Required,2023-04-17
2024-01-03 16:52:00,3892,255805903,Under way using engine,11.2,344.2,346.0,Cargo,20.0,139.0,6.4,32.16,38.32,-21.09,327.16,-16.06,1,3893,1875,1,4,90,8,1,399.98,38.32,81.08,86.23,-0.844245,133.644095,3.71,25.33,Port Klang,Belawan,Port Klang to Belawan,Ship_3893,IMO9027394,Singapore,2018,26646,28348,Anemometer,Inactive,2023-06-16
2024-01-03 16:53:00,3893,538005855,Under way using engine,13.4,339.4,339.0,Cargo,30.0,180.0,10.2,490.55,28.16,20.17,195.98,38.05,1,3894,1617,3,7,72,33,6,349.4,28.16,117.35,34.57,-7.083621,115.118722,0.71,24.35,Surabaya,Belawan,Surabaya to Belawan,Ship_3894,IMO9070176,Marshall Islands,1992,15290,16839,AIS,Active,2022-10-29
2024-01-03 16:54:00,3894,377764000,Under way using engine,10.1,316.6,316.0,Cargo,10.0,78.0,3.3,-465.55,44.03,15.6,347.59,31.68,1,3895,1413,6,9,21,10,11,400.3,44.03,111.36,74.69,5.823173,136.474641,1.95,30.0,Port Klang,Makassar,Port Klang to Makassar,Ship_3895,IMO9058306,Singapore,2004,20296,40037,Anemometer,Inactive,2023-12-11
2024-01-03 16:55:00,3895,248617000,Under way using engine,,,34.0,Cargo,29.0,190.0,8.7,19.98,-7.84,-27.24,100.72,-17.19,1,3896,1341,2,7,21,34,11,259.85,7.84,118.11,15.09,1.341656,110.544128,3.08,29.82,Surabaya,Belawan,Surabaya to Belawan,Ship_3896,IMO9854100,Marshall Islands,2012,12241,16277,Anemometer,Maintenance Required,2023-12-05
2024-01-03 16:56:00,3896,246684000,Under way using engine,9.3,167.6,164.0,Cargo,13.0,88.0,5.2,152.18,42.1,-18.41,-8.83,41.57,1,3897,1219,1,1,72,19,16,462.23,42.1,79.35,80.15,4.68956,97.400141,2.83,29.36,Port Klang,Belawan,Port Klang to Belawan,Ship_3897,IMO9183944,Liberia,2021,9862,26905,Engine Sensor,Inactive,2023-02-05
2024-01-03 16:57:00,3897,219592000,Under way using engine,17.5,341.1,341.0,Passenger,26.0,169.0,6.3,-657.58,30.28,5.26,-36.96,40.94,1,3898,1902,1,1,1,14,3,405.47,30.28,112.18,73.9,-2.741969,102.129119,1.36,27.85,Port Klang,Belawan,Port Klang to Belawan,Ship_3898,IMO9882400,Liberia,2001,867,9247,Fuel Meter,Active,2023-03-27
2024-01-03 16:58:00,3898,563068700,Under way using engine,12.7,8.6,10.0,Tanker,44.0,250.0,13.6,456.35,33.25,-1.16,160.15,4.65,1,3899,1162,5,4,58,3,17,189.15,33.25,98.01,85.11,-2.395851,116.566995,0.37,26.34,Port Klang,Belawan,Port Klang to Belawan,Ship_3899,IMO9589653,Liberia,2004,12531,24761,Engine Sensor,Maintenance Required,2023-05-09
2024-01-03 16:59:00,3899,563024800,Under way using engine,10.9,163.6,164.0,Cargo,30.0,189.0,9.7,351.76,20.41,8.72,-140.64,40.19,1,3900,1950,4,4,13,41,14,476.82,20.41,86.25,13.95,-3.406521,106.982276,4.12,27.04,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_3900,IMO9210806,Liberia,2001,7583,25671,GPS,Maintenance Required,2023-03-26
