,Rotation,Speed,Rudder,Apparent_wind_direction,Apparent_wind_speed,Class
3181,203.56,43.22,-4.44,213.67,26.62,1
3182,-419.05,6.67,7.25,-87.67,37.63,1
3183,-620.5,-6.72,-16.19,291.78,-8.41,1
3184,458.67,17.14,-19.67,208.01,23.55,1
3185,555.01,-16.21,0.21,-121.41,-17.39,1
3186,-666.03,-14.19,3.43,-81.17,-0.24,1
3187,-730.14,23.46,-18.64,290.2,7.28,1
3188,-595.0,36.23,20.75,56.08,35.66,1
3189,238.18,33.57,-16.91,7.58,29.05,1
3190,-385.71,-0.24,20.32,-90.05,24.3,1
3191,-562.9,-15.47,-6.16,339.42,39.94,1
3192,-185.21,-0.56,4.48,333.33,-7.72,1
3193,323.87,39.33,-24.63,61.43,-14.28,1
3194,296.47,17.49,-37.02,88.29,-18.86,1
3195,388.42,19.88,-24.85,340.28,8.49,1
3196,324.76,-0.17,-35.85,8.91,-21.89,1
3197,-566.13,39.95,-14.44,254.87,28.47,1
3198,-381.7,41.9,25.64,-159.83,-5.74,1
3199,319.66,-9.81,-32.1,234.16,41.1,1
3200,-299.1,8.37,12.2,104.84,29.35,1
3201,539.75,43.3,-32.08,211.78,-21.99,1
3202,-241.41,-10.91,12.63,335.33,-7.03,1
3203,-612.03,39.27,-31.38,263.19,5.79,1
3204,136.27,41.72,-17.15,324.18,45.83,1
3205,428.85,-13.27,-26.46,-119.13,-3.5,1
3206,359.25,10.85,-37.19,-112.45,21.1,1
3207,-586.97,21.51,-11.94,103.79,37.72,1
3208,-678.46,38.43,-1.83,84.31,-20.13,1
3209,-137.04,5.04,21.82,193.41,18.67,1
3210,514.69,-6.04,4.04,-152.85,8.07,1
3211,473.94,9.19,-19.77,-61.95,-17.2,1
3212,-519.61,0.76,-30.46,34.32,24.09,1
3213,507.67,38.1,5.88,218.03,-16.38,1
3214,-586.22,45.34,-1.74,309.51,23.61,1
3215,341.34,19.11,20.05,304.93,44.69,1
3216,-482.23,24.9,3.35,254.93,32.89,1
3217,483.68,-2.59,-33.56,175.75,-15.24,1
3218,-468.35,5.64,11.06,-158.63,30.12,1
3219,235.95,16.76,-22.6,194.26,25.24,1
3220,-407.35,-16.67,22.56,219.7,40.48,1
3221,155.58,12.64,-33.66,250.8,-11.25,1
3222,273.22,-17.11,-37.04,-40.53,35.2,1
3223,156.61,-7.07,-16.6,-108.19,41.3,1
3224,437.58,9.56,3.93,-116.06,44.87,1
3225,-291.25,-4.21,-2.21,156.96,-22.1,1
3226,-445.98,30.46,6.7,-140.83,3.57,1
3227,-700.36,-3.82,4.93,74.28,35.24,1
3228,560.45,-17.8,23.31,245.1,-1.27,1
3229,465.99,-2.09,-18.37,-69.76,18.03,1
3230,-207.9,-10.2,15.44,85.43,30.24,1
3231,-322.27,1.61,14.88,93.88,-18.01,1
3232,27.64,-0.94,-37.47,-59.3,30.9,1
3233,-329.19,-13.73,1.12,-108.5,1.01,1
3234,-394.72,-0.94,-14.49,140.16,-3.78,1
3235,263.89,40.32,-18.32,-17.3,1.07,1
3236,-675.54,8.53,1.42,255.97,-21.29,1
3237,-356.44,-1.53,-8.33,129.69,-19.92,1
3238,-371.08,27.33,14.71,-47.02,11.07,1
3239,554.36,14.92,-11.89,234.19,28.38,1
3240,534.87,19.2,-18.93,257.05,-20.59,1
3241,473.74,4.86,20.02,46.82,13.6,1
3242,-760.42,-2.16,20.52,352.5,30.34,1
3243,426.18,1.4,13.08,231.88,43.6,1
3244,378.74,25.81,21.57,232.76,40.56,1
3245,386.07,-13.09,-0.07,349.58,-14.64,1
3246,-281.17,45.08,-1.03,319.67,43.13,1
3247,-766.44,12.16,-9.02,65.68,14.95,1
3248,-56.78,-9.32,-10.02,316.8,-21.7,1
3249,-628.99,16.67,-6.57,-136.98,-1.14,1
3250,-669.0,44.22,-8.23,-84.93,35.55,1
3251,537.31,9.88,9.51,-18.29,22.33,1
3252,-268.12,20.81,3.87,-29.87,44.2,1
3253,240.42,22.91,-10.58,44.42,10.84,1
3254,-255.54,19.89,21.59,128.15,1.75,1
3255,-421.31,42.54,11.34,-26.6,-1.86,1
3256,-614.69,-15.1,-0.21,274.27,-9.26,1
3257,427.97,19.91,19.67,37.75,-7.1,1
3258,-693.52,-16.08,-33.6,248.99,26.07,1
3259,-608.22,2.53,-35.66,2.68,-0.08,1
3260,-526.91,13.25,8.99,-2.04,20.78,1
3261,-760.43,12.61,4.33,-35.86,-2.51,1
3262,-676.64,-0.43,-41.65,350.77,-2.05,1
3263,167.65,26.32,-39.03,209.12,-6.22,1
3264,-727.69,13.22,-12.05,-92.4,11.67,1
3265,-581.45,17.12,2.13,183.44,13.94,1
3266,382.97,20.87,-0.56,165.5,40.51,1
3267,337.91,-1.22,-31.06,252.32,19.88,1
3268,-712.0,-9.87,16.95,340.87,6.07,1
3269,129.69,36.9,15.01,346.96,-21.28,1
3270,-364.64,20.84,21.76,280.92,0.88,1
3271,340.58,36.53,-17.75,-111.33,39.13,1
3272,389.38,45.18,1.76,139.91,17.37,1
3273,561.71,39.33,0.67,-55.63,-19.67,1
3274,-165.25,-16.42,-40.84,222.75,45.68,1
3275,-123.99,28.4,-8.88,194.02,-18.82,1
3276,-424.97,4.72,10.66,-123.29,-15.35,1
3277,-164.22,-11.65,1.51,124.97,-4.31,1
3278,385.53,36.02,-36.48,-145.24,2.38,1
3279,129.19,-8.21,-32.56,234.11,44.98,1
3280,460.47,-12.52,25.93,304.98,33.49,1
3281,21.32,29.2,-28.64,244.53,-20.34,1
3282,428.89,21.15,-26.16,-92.16,-12.5,1
3283,-706.58,8.59,10.51,202.98,-17.31,1
3284,567.22,5.96,-4.13,-18.71,-12.78,1
3285,-97.24,25.03,-35.74,226.14,11.42,1
3286,-471.46,44.55,4.71,-74.61,-9.89,1
3287,-540.97,41.45,2.75,-174.36,9.65,1
3288,177.23,6.86,-22.8,176.65,42.83,1
3289,-357.9,-12.37,18.8,230.24,-8.02,1
3290,-742.05,31.66,-5.54,328.7,20.58,1
3291,-511.73,37.3,-13.92,-133.26,2.99,1
3292,-408.68,15.97,4.11,204.67,1.68,1
3293,425.44,-17.14,5.25,20.64,43.93,1
3294,-508.35,-14.99,5.5,142.3,14.97,1
3295,437.86,-11.84,-41.03,159.1,-10.24,1
3296,-9.75,22.87,-24.44,117.73,-17.53,1
3297,204.23,30.48,-28.6,300.46,0.87,1
3298,320.74,31.36,-13.53,47.07,-15.49,1
3299,580.68,-11.99,-27.66,46.26,16.87,1
3300,-674.84,19.35,2.4,246.26,18.9,1
3301,-516.86,-12.25,-32.79,123.34,-13.09,1
3302,79.26,7.17,-33.03,-67.06,-1.42,1
3303,-536.7,45.67,-35.23,186.16,-5.31,1
3304,-653.94,31.96,-4.1,307.99,30.65,1
3305,-752.85,43.07,-15.07,189.21,-22.06,1
3306,-723.64,-13.92,-25.06,281.37,0.61,1
3307,-578.86,5.96,-0.04,-39.71,-5.87,1
3308,329.72,-13.04,-23.05,-6.73,38.21,1
3309,-547.82,-13.47,16.47,51.75,45.72,1
3310,-618.72,0.09,19.82,-125.6,27.36,1
3311,518.15,17.78,4.92,-96.82,41.82,1
3312,110.43,-2.5,13.21,-145.71,40.54,1
3313,6.48,-4.99,-36.54,-151.2,40.73,1
3314,-370.8,7.66,-13.32,19.84,-20.53,1
3315,-707.3,-15.19,5.63,352.9,42.4,1
3316,184.38,-2.64,25.54,300.56,-5.47,1
3317,-664.46,-1.83,-27.59,262.92,40.71,1
3318,322.01,-2.45,-41.99,186.28,44.29,1
3319,-741.76,37.85,7.24,28.11,14.06,1
3320,510.48,40.79,-5.24,-4.69,-2.32,1
3321,-744.92,44.51,14.76,-137.95,31.33,1
3322,407.7,-13.94,20.09,53.11,26.28,1
3323,-194.76,-8.04,15.48,197.47,-3.51,1
3324,-747.83,32.08,-10.3,-58.04,27.42,1
3325,-335.77,30.14,-19.73,-138.06,-21.15,1
3326,351.39,45.3,9.94,228.11,1.87,1
3327,245.19,44.32,3.48,247.14,5.2,1
3328,-646.57,12.3,-7.48,348.66,34.89,1
3329,-515.86,38.32,-40.73,98.06,-14.02,1
3330,333.41,-1.37,-5.64,92.31,-7.9,1
3331,-647.62,-11.65,10.65,-122.64,-13.6,1
3332,431.83,11.98,9.75,66.6,3.8,1
3333,305.61,32.49,16.0,19.68,42.2,1
3334,-595.2,39.35,8.1,330.06,20.78,1
3335,-118.83,43.18,-33.74,101.54,-18.17,1
3336,-78.93,8.94,-41.47,76.5,37.78,1
3337,-297.33,-3.64,9.68,-90.24,43.8,1
3338,-600.25,-16.57,-13.63,13.5,31.16,1
3339,-579.25,8.21,4.92,216.79,23.57,1
3340,535.21,-5.4,-30.92,298.07,21.2,1
3341,-353.11,6.0,-0.88,-102.56,-9.41,1
3342,-728.26,9.69,-12.97,116.7,37.16,1
3343,-756.08,37.83,-14.34,161.07,18.26,1
3344,-735.75,-2.24,-14.56,-69.13,26.46,1
3345,-747.1,37.5,-5.2,-152.77,37.74,1
3346,249.67,27.09,-23.46,-12.25,-6.22,1
3347,52.78,-8.26,15.19,266.82,-18.63,1
3348,582.57,-6.73,-15.23,109.02,8.56,1
3349,58.05,35.68,-3.61,-107.68,-8.39,1
3350,544.29,-11.51,-22.1,38.81,6.43,1
3351,451.87,-9.54,-22.8,285.9,-9.55,1
3352,-541.07,23.41,22.72,141.07,-3.25,1
3353,-695.67,7.48,-7.58,14.65,22.72,1
3354,469.13,4.76,12.19,-94.13,40.44,1
3355,-242.93,45.28,-8.58,195.27,-17.49,1
3356,-742.74,21.25,19.94,-68.27,-11.01,1
3357,489.65,15.16,6.16,-22.19,-16.86,1
3358,454.56,26.17,21.79,5.86,5.29,1
3359,-335.95,-11.47,-3.25,-173.91,18.83,1
3360,-602.65,31.81,-16.68,178.33,-5.34,1
3361,-697.9,16.32,-37.98,333.08,8.09,1
3362,449.33,23.36,16.95,-79.02,18.05,1
3363,518.22,2.59,0.72,-150.78,30.84,1
3364,217.9,15.37,-30.03,42.13,3.77,1
3365,269.5,17.86,-32.27,311.79,12.49,1
3366,-590.6,26.2,5.65,114.41,4.84,1
3367,559.86,-16.04,-5.35,-124.01,40.3,1
3368,-383.53,31.2,17.67,119.06,10.16,1
3369,155.74,41.74,-9.89,-133.73,-3.44,1
3370,114.43,41.26,-12.15,-134.65,28.35,1
3371,378.51,-17.51,8.01,75.76,39.32,1
3372,523.71,15.14,-20.08,313.06,29.6,1
3373,531.75,8.32,-40.76,122.26,35.14,1
3374,144.77,16.83,-34.34,-87.37,-16.87,1
3375,367.33,15.2,-24.16,-40.19,9.04,1
3376,-712.86,-15.49,-27.08,-40.98,6.31,1
3377,336.56,37.93,-29.45,336.91,44.99,1
3378,-560.39,7.67,-15.25,167.46,2.69,1
3379,-636.98,-15.83,10.26,109.62,11.23,1
3380,-330.27,-2.53,-14.29,31.99,11.65,1
3381,19.9,-7.47,24.31,2.23,10.55,1
3382,105.79,33.96,-7.11,194.13,39.75,1
3383,-156.47,-11.84,-7.28,315.52,-9.89,1
3384,-633.11,-6.48,12.17,168.38,7.43,1
3385,-53.81,44.65,-9.15,-90.59,-10.06,1
3386,-171.75,20.79,-42.84,315.51,25.08,1
3387,-558.74,42.9,-29.11,89.1,25.15,1
3388,-776.23,16.91,4.07,-0.93,22.77,1
3389,335.51,38.77,-14.12,284.75,-14.37,1
3390,403.46,-7.33,9.02,-166.89,26.92,1
3391,113.49,-2.86,17.3,359.74,39.82,1
3392,-111.33,-11.02,24.34,272.02,-10.12,1
3393,80.48,41.39,-15.78,2.01,-6.26,1
3394,493.34,35.82,-25.17,160.49,12.05,1
3395,-530.8,-13.98,-14.89,-33.95,40.37,1
3396,-695.37,28.95,17.74,12.09,-10.43,1
3397,-337.18,-10.57,5.48,-174.12,43.97,1
3398,526.42,3.59,-30.72,88.57,5.77,1
3399,82.83,-2.53,23.27,200.34,43.36,1
3400,61.71,-2.32,-34.64,-78.79,38.64,1
3401,205.26,-8.86,-15.14,341.51,-20.41,1
3402,-166.9,-9.43,4.92,-9.66,27.68,1
3403,-687.81,-3.0,-21.96,-107.9,38.76,1
3404,-714.32,16.44,-31.5,35.34,-16.37,1
3405,68.8,12.16,-40.55,186.02,-17.73,1
3406,-634.78,32.77,9.82,144.09,38.97,1
3407,316.21,1.58,-19.18,296.14,31.63,1
3408,-228.08,27.03,20.36,347.57,8.99,1
3409,181.7,-0.43,-39.47,14.74,36.22,1
3410,532.95,37.17,21.88,350.2,-14.56,1
3411,395.21,0.91,-40.85,47.68,-6.62,1
3412,318.74,16.97,-2.01,195.43,-16.4,1
3413,303.38,21.57,17.56,-11.85,39.86,1
3414,-36.63,38.62,-40.99,-39.42,40.69,1
3415,-674.65,-0.76,-36.66,213.33,34.03,1
3416,368.7,15.11,-0.45,-42.61,9.63,1
3417,-665.45,-6.05,-25.84,-65.78,12.04,1
3418,585.31,11.77,-14.47,63.57,22.8,1
3419,-12.87,21.03,-32.76,-78.18,19.0,1
3420,53.33,25.63,-9.15,-2.28,-14.17,1
3421,507.67,14.8,-39.76,-150.0,2.88,1
3422,-128.98,-1.61,15.58,262.75,-6.06,1
3423,-612.75,14.29,-10.15,46.86,42.15,1
3424,477.47,15.29,6.8,-57.5,16.35,1
3425,504.04,-15.14,6.48,158.54,-20.07,1
3426,-331.03,23.99,9.55,-12.46,10.68,1
3427,-579.28,-16.58,-21.88,352.82,10.74,1
3428,-745.94,33.67,-32.5,-110.64,-16.7,1
3429,-309.45,-6.93,8.76,282.8,4.43,1
3430,-763.79,-14.31,25.6,280.29,-9.06,1
3431,476.83,34.1,9.64,317.91,45.02,1
3432,-527.16,33.85,-15.03,-38.22,-16.06,1
3433,407.28,4.24,5.69,-51.9,24.55,1
3434,-283.07,-16.21,-19.75,104.53,-20.38,1
3435,483.07,38.47,4.2,284.1,36.5,1
3436,439.99,12.45,18.95,323.88,-11.43,1
3437,161.87,42.01,-25.77,342.06,-3.61,1
3438,-710.11,45.04,-13.01,108.69,-16.02,1
3439,477.44,20.22,4.79,53.27,15.86,1
3440,-598.62,42.6,-30.23,-10.61,-14.16,1
3441,423.7,15.44,12.23,-115.42,4.84,1
3442,268.13,28.2,-42.73,-108.76,-12.6,1
3443,-526.95,-7.71,4.0,234.49,-19.04,1
3444,-166.29,9.59,23.71,188.72,0.97,1
3445,-711.84,32.15,-7.78,27.55,10.42,1
3446,443.16,28.71,-20.15,305.84,23.16,1
3447,244.49,37.55,17.28,76.68,4.11,1
3448,308.57,24.48,-13.17,-81.59,-11.94,1
3449,211.89,40.51,-17.12,303.74,20.48,1
3450,-348.31,1.16,-10.06,81.6,-8.28,1
3451,-703.02,42.88,-23.69,75.09,-18.37,1
3452,-535.7,40.01,17.56,214.76,40.75,1
3453,-446.25,3.05,7.11,-117.71,-2.93,1
3454,-490.66,-0.58,15.04,108.55,43.81,1
3455,-451.61,37.5,25.88,196.26,-7.34,1
3456,188.02,24.47,0.08,-147.33,-15.04,1
3457,177.37,-9.28,-17.65,-147.16,43.92,1
3458,132.93,37.18,-21.61,76.34,-17.56,1
3459,322.3,10.04,-2.17,324.13,31.57,1
3460,478.6,-0.28,-3.63,-42.55,-0.33,1
3461,555.97,3.28,11.59,206.53,-10.26,1
3462,16.52,-12.31,0.66,84.67,44.92,1
3463,-383.42,-12.51,-40.57,297.56,35.77,1
3464,246.28,-8.35,-27.08,-103.22,37.6,1
3465,-450.2,-14.45,-28.51,-138.56,-10.49,1
3466,10.84,21.52,-21.78,45.77,38.79,1
3467,-696.15,-0.42,12.25,26.38,-21.8,1
3468,46.85,36.46,-24.76,-87.06,23.58,1
3469,-704.73,7.04,-23.15,318.55,27.91,1
3470,239.41,-11.78,-40.05,297.49,-0.17,1
3471,-115.86,3.8,-31.84,-99.32,45.29,1
3472,-541.72,35.0,13.41,184.92,-17.16,1
3473,-315.03,-0.53,16.2,140.57,3.0,1
3474,-228.85,-10.79,-27.72,219.15,-9.6,1
3475,-29.97,32.75,-25.04,-3.28,42.5,1
3476,493.65,-3.23,-4.04,333.96,-0.05,1
3477,-148.55,1.66,12.0,105.82,-10.36,1
3478,-57.72,-7.0,-33.95,-107.9,31.52,1
3479,-238.94,2.63,6.44,-96.4,-14.29,1
3480,314.27,11.68,-19.31,35.78,14.15,1
3481,-553.72,1.56,-1.79,253.03,31.22,1
3482,496.29,29.22,-36.43,316.25,-18.44,1
3483,-748.97,37.97,20.56,272.13,18.4,1
3484,559.33,26.74,10.33,-45.57,41.14,1
3485,243.05,11.46,8.57,-119.53,32.48,1
3486,-354.68,7.2,10.77,142.07,30.42,1
3487,350.99,15.92,-30.71,327.34,2.81,1
3488,522.28,36.74,13.85,-139.81,15.36,1
3489,-569.33,-15.41,-22.77,205.42,-17.31,1
3490,426.88,31.98,7.6,150.67,18.62,1
3491,-436.86,22.91,13.29,-49.65,14.74,1
3492,275.98,26.88,17.48,-163.21,-20.65,1
3493,514.33,-14.22,-25.4,-36.08,-9.04,1
3494,-652.78,6.36,4.82,279.03,-2.98,1
3495,-729.04,38.53,23.66,153.07,-12.15,1
3496,-458.66,20.65,21.35,-163.01,5.86,1
3497,362.06,30.17,4.37,-96.89,28.58,1
3498,-624.14,45.26,21.96,-168.76,-1.69,1
3499,-293.74,-1.3,-11.4,92.12,42.38,1
3500,336.27,35.0,-0.76,-0.09,25.74,1
3501,445.16,41.3,19.28,58.39,-0.59,1
3502,410.06,7.17,25.74,350.41,-17.31,1
3503,-712.1,42.55,-13.78,170.79,33.17,1
3504,-542.75,42.91,1.67,37.15,-8.92,1
3505,67.22,-8.94,24.13,-50.87,21.13,1
3506,451.84,-14.66,-31.34,253.21,24.57,1
3507,544.91,41.07,13.06,-33.53,3.42,1
3508,202.74,41.56,-23.65,356.01,39.72,1
3509,-420.9,36.73,-17.67,-146.88,-20.3,1
3510,-185.35,17.06,20.99,224.21,43.48,1
3511,-377.63,-14.27,5.89,321.92,-11.04,1
3512,-654.37,36.82,19.5,274.49,14.62,1
3513,-333.02,39.95,-31.53,-83.86,-17.23,1
3514,-527.45,5.6,10.12,-118.97,11.08,1
3515,-510.87,24.38,25.04,291.82,30.19,1
3516,-696.11,20.59,-19.34,261.41,-19.84,1
3517,253.0,-12.21,-36.25,19.07,18.59,1
3518,581.54,29.96,21.39,196.69,23.45,1
3519,235.61,31.51,11.97,34.14,3.22,1
3520,-727.58,43.29,-6.52,182.87,-3.36,1
3521,-438.76,13.9,-10.49,-90.09,36.67,1
3522,68.92,41.73,-42.41,217.09,-10.63,1
3523,509.69,-10.83,-41.05,-50.06,26.66,1
3524,-69.9,33.63,-37.62,-71.22,-16.2,1
3525,-592.7,4.26,-41.56,-80.82,-4.86,1
3526,247.66,-16.38,5.68,293.36,34.16,1
3527,-468.06,32.73,-12.37,302.34,-13.05,1
3528,-275.02,29.69,22.11,78.59,37.24,1
3529,-328.27,36.39,12.06,154.97,-1.55,1
3530,-725.16,-3.75,-7.77,148.69,10.57,1
3531,524.31,30.88,-39.07,25.63,-18.92,1
3532,-705.35,42.53,-35.01,-137.62,45.24,1
3533,-178.31,21.48,22.48,91.74,41.87,1
3534,-83.84,8.19,-40.7,-160.76,1.3,1
3535,40.65,32.25,-26.26,-103.05,43.11,1
3536,-738.49,15.57,-41.01,325.37,-9.09,1
3537,-501.86,-15.82,17.94,316.84,39.92,1
3538,-122.02,30.0,-31.42,-27.65,-4.37,1
3539,-720.46,13.71,-33.72,357.96,-10.86,1
3540,-98.16,16.57,-38.11,137.26,41.6,1
3541,-281.89,-11.81,-11.96,133.58,23.2,1
3542,114.47,30.45,-39.29,-93.39,40.72,1
3543,-758.96,12.66,-12.87,-70.9,33.46,1
3544,-474.44,16.54,22.31,344.66,-15.08,1
3545,238.03,31.26,-3.35,44.16,7.94,1
3546,504.66,11.12,-10.4,20.24,23.76,1
3547,313.31,37.37,23.11,352.87,31.12,1
3548,-772.47,40.09,6.87,305.65,22.17,1
3549,570.31,27.18,-12.27,319.97,3.61,1
3550,403.05,13.71,-42.9,341.56,24.47,1
3551,-508.1,-9.11,-14.19,110.09,-2.23,1
3552,32.64,40.34,23.24,319.14,19.67,1
3553,-614.54,-0.09,7.71,284.87,-9.34,1
3554,201.07,41.09,-33.05,95.46,29.58,1
3555,-356.28,23.69,3.1,223.93,1.38,1
3556,410.56,-6.69,3.47,-36.19,-11.29,1
3557,-8.42,40.94,-5.84,3.39,-17.27,1
3558,-203.27,0.07,-0.36,168.41,-5.45,1
3559,-118.45,12.65,17.17,283.7,-16.84,1
3560,282.47,16.47,6.22,-50.15,-19.83,1
3561,348.76,30.41,7.61,161.13,4.73,1
3562,-542.59,19.04,-3.66,-96.42,18.46,1
3563,-732.69,21.91,-36.26,142.78,-11.54,1
3564,561.88,27.96,-37.23,223.2,14.4,1
3565,-162.01,-17.81,23.27,197.71,11.32,1
3566,534.36,35.21,2.89,179.18,27.97,1
3567,-325.46,41.4,-18.58,98.9,-22.0,1
3568,-717.29,-17.01,21.54,-33.23,15.91,1
3569,356.57,40.03,-26.88,-132.39,4.91,1
3570,-238.64,-3.52,10.72,302.91,11.11,1
3571,-689.66,13.66,-17.01,244.03,25.26,1
3572,138.5,28.35,-39.31,340.7,11.46,1
3573,-740.85,-11.06,0.58,300.29,35.94,1
3574,-760.95,-0.71,-3.64,150.95,39.54,1
3575,534.25,-15.56,-18.08,96.32,-0.35,1
3576,188.08,33.58,-28.54,338.42,-19.84,1
3577,480.67,11.42,-20.05,233.0,-13.64,1
3578,-70.72,44.23,-33.27,95.67,-15.74,1
3579,-764.18,35.95,-5.45,84.18,22.06,1
3580,-692.32,-13.71,1.15,-162.87,34.63,1
3581,-652.94,36.23,0.15,-135.91,0.8,1
3582,-666.74,-0.82,10.07,349.76,9.82,1
3583,312.82,20.72,-16.25,84.15,6.07,1
3584,335.74,28.75,-16.15,121.58,-18.75,1
3585,-654.88,-8.34,-18.42,131.86,-13.7,1
3586,399.44,35.3,13.27,123.79,18.97,1
3587,-141.87,40.84,-22.52,-148.38,-11.12,1
3588,-528.76,10.18,25.57,144.52,36.2,1
3589,181.14,31.19,-35.06,-168.55,28.11,1
3590,-206.65,-5.89,23.11,53.1,-17.94,1
3591,233.51,43.98,17.4,105.37,6.77,1
3592,572.42,-4.24,-13.26,130.28,36.19,1
3593,-461.96,38.21,11.1,-156.78,10.92,1
3594,29.37,39.61,-36.21,102.34,-2.93,1
3595,-293.38,37.39,-7.59,10.52,-21.67,1
3596,-568.75,6.03,-27.75,246.6,-5.83,1
3597,102.18,-15.98,16.66,-5.64,-21.95,1
3598,-525.8,20.12,-9.93,145.7,-8.83,1
3599,251.47,-4.45,21.35,223.66,32.47,1
3600,-72.78,14.84,-34.98,-90.53,-20.8,1
3601,-547.91,-13.79,1.02,124.48,12.78,1
3602,-81.16,-3.65,13.98,14.21,31.54,1
3603,6.0,24.19,-29.15,3.41,37.32,1
3604,-491.51,45.21,4.2,214.05,-8.63,1
3605,-674.55,43.51,19.73,-5.9,38.79,1
3606,85.03,30.22,-20.23,110.45,22.0,1
3607,197.44,31.38,-23.03,50.61,-8.3,1
3608,443.91,20.41,-6.3,36.37,30.6,1
3609,307.26,16.77,-29.68,26.81,-14.85,1
3610,279.01,16.25,-14.64,115.62,-19.66,1
3611,-203.92,30.4,-42.51,321.46,18.15,1
3612,493.12,34.75,-13.99,330.64,16.31,1
3613,-707.27,39.54,4.7,105.97,-1.21,1
3614,-67.34,34.82,-30.83,159.01,25.77,1
3615,-282.9,32.8,14.29,60.06,27.66,1
3616,-152.73,-1.06,15.38,354.04,20.18,1
3617,-306.79,-7.4,21.95,-45.1,39.21,1
3618,587.37,25.89,-27.7,-29.65,26.96,1
3619,549.5,7.47,20.21,213.7,41.27,1
3620,-389.41,33.12,6.95,234.63,28.69,1
3621,393.68,3.85,25.61,220.44,40.08,1
3622,292.78,18.99,-8.96,300.25,14.03,1
3623,-555.49,-2.12,10.52,18.7,39.45,1
3624,378.61,34.63,23.63,-92.96,16.12,1
3625,561.77,-16.39,-29.71,49.34,16.18,1
3626,-497.83,-3.39,-37.96,268.64,38.79,1
3627,-699.1,26.19,24.48,107.43,11.51,1
3628,261.07,-10.09,-22.93,-156.49,-19.22,1
3629,-391.19,-15.11,-39.44,246.88,-21.44,1
3630,438.33,32.01,1.16,-107.33,3.66,1
3631,-212.22,-14.29,-42.37,280.94,42.0,1
3632,-134.14,1.56,10.1,-158.5,19.53,1
3633,-304.31,43.84,24.0,-174.52,32.27,1
3634,403.43,16.37,-32.67,56.75,-12.99,1
3635,534.48,13.51,-22.65,211.98,30.18,1
3636,433.86,19.04,10.85,209.84,-3.22,1
3637,-171.99,-3.79,1.38,94.96,-18.45,1
3638,-654.39,-10.55,1.86,22.15,21.58,1
3639,-398.42,-2.93,2.21,20.13,30.99,1
3640,-423.7,12.89,-10.64,181.7,-20.53,1
3641,-597.96,34.68,-17.17,149.91,-6.34,1
3642,577.25,6.22,7.45,-54.99,16.14,1
3643,50.08,20.19,-26.49,72.28,-6.35,1
3644,498.32,38.65,12.64,231.64,-5.08,1
3645,6.0,39.27,-21.28,231.37,41.39,1
3646,-711.5,43.72,-9.05,14.51,13.5,1
3647,235.63,-13.06,-2.27,-46.21,39.79,1
3648,-71.51,-14.13,22.96,287.86,33.89,1
3649,-568.02,27.49,-21.63,-135.77,-16.2,1
3650,212.84,-4.5,-22.26,-173.84,-15.35,1
3651,473.58,31.29,15.61,52.23,10.28,1
3652,274.9,38.17,13.7,-87.69,20.97,1
3653,-430.7,-16.59,17.95,-7.52,43.78,1
3654,-308.42,17.95,15.3,301.23,9.32,1
3655,204.55,37.53,-16.95,162.83,11.98,1
3656,166.12,27.06,-26.94,-24.99,-5.69,1
3657,419.39,25.81,-38.46,-125.45,38.8,1
3658,345.88,20.26,-21.02,-15.25,-14.13,1
3659,-678.38,-1.11,-24.65,322.8,35.92,1
3660,-491.59,20.65,23.97,23.49,-10.31,1
3661,-275.44,5.6,4.59,284.8,10.14,1
3662,282.02,-11.03,-17.22,-22.87,45.09,1
3663,-722.03,-6.63,-34.04,167.04,28.04,1
3664,-469.33,-8.19,-4.82,-138.32,4.09,1
3665,-578.97,29.26,7.94,7.74,-5.98,1
3666,-75.0,-17.2,-37.25,-82.3,30.3,1
3667,380.36,32.3,3.95,-152.47,13.29,1
3668,-258.31,-6.47,-5.52,-125.79,45.41,1
3669,-41.39,5.86,-42.24,358.53,-12.74,1
3670,483.85,34.67,3.77,265.85,-17.79,1
3671,220.03,2.23,-21.98,-123.7,24.91,1
3672,573.56,42.02,-24.96,87.97,0.22,1
3673,-593.75,-16.38,-38.69,152.43,10.9,1
3674,-675.05,10.12,-6.13,353.61,15.13,1
3675,339.31,0.74,-23.19,47.04,31.89,1
3676,26.24,43.73,3.26,298.23,-1.17,1
3677,352.85,-13.31,-16.5,60.32,-4.36,1
3678,-498.9,42.86,-16.02,279.05,-19.52,1
3679,426.88,38.97,-29.68,-179.24,-19.95,1
3680,-27.39,-16.12,-41.93,330.84,33.83,1
3681,-681.61,-17.15,-2.09,-128.34,-5.86,1
3682,167.73,-1.63,-32.47,162.35,8.04,1
3683,-730.96,-9.79,-28.7,-116.27,21.47,1
3684,-501.9,29.84,-2.04,5.5,-18.88,1
3685,426.29,31.1,0.73,220.4,-13.76,1
3686,-412.19,42.17,12.98,160.51,3.5,1
3687,-277.13,25.19,22.56,348.17,38.2,1
3688,142.55,40.75,4.6,15.45,39.99,1
3689,-720.72,22.78,9.65,299.22,-11.04,1
3690,254.23,7.43,-18.51,-40.67,42.74,1
3691,-488.96,32.89,-2.86,-52.73,-19.57,1
3692,-543.51,2.38,16.93,125.84,-0.39,1
3693,472.12,36.72,-24.21,334.01,-19.04,1
3694,-325.41,-5.6,-4.51,97.58,-21.47,1
